# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-03-13 15:51:26 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03287500 KENTUCKY RIVER AT LOCK 4 AT FRANKFORT, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03287500
#    DD parameter   Description
#    01   00010     Temperature, water, degrees Celsius
#    02   00060     Discharge, cubic feet per second
#    07   00065     Gage height, feet
#    22   00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
#     h  Value exceeds "high" threshold.  
#     ~  Value is a system interpolated value.  
# 
agency_cd	site_no	datetime	tz_cd	01_00010	01_00010_cd	02_00060	02_00060_cd	07_00065	07_00065_cd	22_00045	22_00045_cd
USGS	03287500	2014-01-02 10:15	EST	6.4	P	16400	P	10.99	P	0.01	P
USGS	03287500	2014-01-02 10:30	EST	6.4	P	16300	P	10.98	P	0.01	P
USGS	03287500	2014-01-02 10:45	EST	6.4	P	16300	P	10.97	P	0.00	P
USGS	03287500	2014-01-02 11:00	EST	6.4	P	16200	P	10.96	P	0.00	P
USGS	03287500	2014-01-02 11:15	EST	6.4	P	16200	P	10.95	P	0.00	P
USGS	03287500	2014-01-02 11:30	EST	6.4	P	16100	P	10.94	P	0.01	P
USGS	03287500	2014-01-02 11:45	EST	6.4	P	16100	P	10.93	P	0.01	P
USGS	03287500	2014-01-02 12:00	EST	6.4	P	16100	P	10.93	P	0.00	P
USGS	03287500	2014-01-02 12:15	EST	6.4	P	16100	P	10.93	P	0.01	P
USGS	03287500	2014-01-02 12:30	EST	6.4	P	15900	P	10.91	P	0.00	P
USGS	03287500	2014-01-02 12:45	EST	6.4	P	15900	P	10.91	P	0.00	P
USGS	03287500	2014-01-02 13:00	EST	6.4	P	16000	P	10.92	P	0.00	P
USGS	03287500	2014-01-02 13:15	EST	6.4	P	15800	P	10.89	P	0.00	P
USGS	03287500	2014-01-02 13:30	EST	6.4	P	15800	P	10.88	P	0.00	P
USGS	03287500	2014-01-02 13:45	EST	6.4	P	15600	P	10.86	P	0.00	P
USGS	03287500	2014-01-02 14:00	EST	6.4	P	15600	P	10.86	P	0.00	P
USGS	03287500	2014-01-02 14:15	EST	6.4	P	15600	P	10.85	P	0.00	P
USGS	03287500	2014-01-02 14:30	EST	6.4	P	15500	P	10.83	P	0.00	P
USGS	03287500	2014-01-02 14:45	EST	6.4	P	15400	P	10.82	P	0.00	P
USGS	03287500	2014-01-02 15:00	EST	6.4	P	15400	P	10.81	P	0.00	P
USGS	03287500	2014-01-02 15:15	EST	6.4	P	15200	P	10.79	P	0.00	P
USGS	03287500	2014-01-02 15:30	EST	6.4	P	15200	P	10.79	P	0.00	P
USGS	03287500	2014-01-02 15:45	EST	6.4	P	15100	P	10.77	P	0.00	P
USGS	03287500	2014-01-02 16:00	EST	6.4	P	15100	P	10.76	P	0.00	P
USGS	03287500	2014-01-02 16:15	EST	6.4	P	15000	P	10.75	P	0.00	P
USGS	03287500	2014-01-02 16:30	EST	6.4	P	14800	P	10.72	P	0.00	P
USGS	03287500	2014-01-02 16:45	EST	6.4	P	14800	P	10.71	P	0.00	P
USGS	03287500	2014-01-02 17:00	EST	6.4	P	14800	P	10.71	P	0.00	P
USGS	03287500	2014-01-02 17:15	EST	6.3	P	14600	P	10.68	P	0.00	P
USGS	03287500	2014-01-02 17:30	EST	6.3	P	14600	P	10.67	P	0.00	P
USGS	03287500	2014-01-02 17:45	EST	6.3	P	14500	P	10.66	P	0.00	P
USGS	03287500	2014-01-02 18:00	EST	6.3	P	14500	P	10.66	P	0.00	P
USGS	03287500	2014-01-02 18:15	EST	6.3	P	14400	P	10.64	P	0.00	P
USGS	03287500	2014-01-02 18:30	EST	6.3	P	14300	P	10.62	P	0.00	P
USGS	03287500	2014-01-02 18:45	EST	6.3	P	14200	P	10.60	P	0.00	P
USGS	03287500	2014-01-02 19:00	EST	6.3	P	14100	P	10.59	P	0.00	P
USGS	03287500	2014-01-02 19:15	EST	6.3	P	14100	P	10.59	P	0.00	P
USGS	03287500	2014-01-02 19:30	EST	6.3	P	14000	P	10.56	P	0.00	P
USGS	03287500	2014-01-02 19:45	EST	6.3	P	13900	P	10.55	P	0.00	P
USGS	03287500	2014-01-02 20:00	EST	6.3	P	13800	P	10.53	P	0.00	P
USGS	03287500	2014-01-02 20:15	EST	6.3	P	13800	P	10.53	P	0.00	P
USGS	03287500	2014-01-02 20:30	EST	6.3	P	13700	P	10.51	P	0.00	P
USGS	03287500	2014-01-02 20:45	EST	6.3	P	13600	P	10.50	P	0.00	P
USGS	03287500	2014-01-02 21:00	EST	6.3	P	13500	P	10.47	P	0.00	P
USGS	03287500	2014-01-02 21:15	EST	6.3	P	13400	P	10.46	P	0.00	P
USGS	03287500	2014-01-02 21:30	EST	6.3	P	13300	P	10.44	P	0.00	P
USGS	03287500	2014-01-02 21:45	EST	6.2	P	13300	P	10.44	P	0.00	P
USGS	03287500	2014-01-02 22:00	EST	6.2	P	13200	P	10.42	P	0.00	P
USGS	03287500	2014-01-02 22:15	EST	6.2	P	13100	P	10.41	P	0.00	P
USGS	03287500	2014-01-02 22:30	EST	6.2	P	13000	P	10.39	P	0.00	P
USGS	03287500	2014-01-02 22:45	EST	6.2	P	13000	P	10.39	P	0.00	P
USGS	03287500	2014-01-02 23:00	EST	6.2	P	12900	P	10.37	P	0.00	P
USGS	03287500	2014-01-02 23:15	EST	6.2	P	12900	P	10.36	P	0.00	P
USGS	03287500	2014-01-02 23:30	EST	6.2	P	12900	P	10.36	P	0.00	P
USGS	03287500	2014-01-02 23:45	EST	6.2	P	12800	P	10.34	P	0.00	P
USGS	03287500	2014-01-03 00:00	EST	6.2	P	12700	P	10.33	P	0.00	P
USGS	03287500	2014-01-03 00:15	EST	6.2	P	12700	P	10.33	P	0.00	P
USGS	03287500	2014-01-03 00:30	EST	6.2	P	12600	P	10.31	P	0.00	P
USGS	03287500	2014-01-03 00:45	EST	6.2	P	12400	P	10.28	P	0.00	P
USGS	03287500	2014-01-03 01:00	EST	6.2	P	12400	P	10.28	P	0.00	P
USGS	03287500	2014-01-03 01:15	EST	6.1	P	12400	P	10.27	P	0.00	P
USGS	03287500	2014-01-03 01:30	EST	6.1	P	12300	P	10.26	P	0.00	P
USGS	03287500	2014-01-03 01:45	EST	6.1	P	12300	P	10.25	P	0.00	P
USGS	03287500	2014-01-03 02:00	EST	6.1	P	12300	P	10.25	P	0.00	P
USGS	03287500	2014-01-03 02:15	EST	6.1	P	12200	P	10.24	P	0.00	P
USGS	03287500	2014-01-03 02:30	EST	6.1	P	12200	P	10.23	P	0.00	P
USGS	03287500	2014-01-03 02:45	EST	6.1	P	12100	P	10.22	P	0.00	P
USGS	03287500	2014-01-03 03:00	EST	6.1	P	12100	P	10.21	P	0.00	P
USGS	03287500	2014-01-03 03:15	EST	6.1	P	12000	P	10.20	P	0.00	P
USGS	03287500	2014-01-03 03:30	EST	6.1	P	12000	P	10.19	P	0.00	P
USGS	03287500	2014-01-03 03:45	EST	6.1	P	11900	P	10.18	P	0.00	P
USGS	03287500	2014-01-03 04:00	EST	6.1	P	11900	P	10.18	P	0.00	P
USGS	03287500	2014-01-03 04:15	EST	6.0	P	11900	P	10.17	P	0.00	P
USGS	03287500	2014-01-03 04:30	EST	6.0	P	11800	P	10.16	P	0.00	P
USGS	03287500	2014-01-03 04:45	EST	6.0	P	11800	P	10.15	P	0.00	P
USGS	03287500	2014-01-03 05:00	EST	6.0	P	11800	P	10.15	P	0.00	P
USGS	03287500	2014-01-03 05:15	EST	6.0	P	11700	P	10.14	P	0.00	P
USGS	03287500	2014-01-03 05:30	EST	6.0	P	11700	P	10.13	P	0.00	P
USGS	03287500	2014-01-03 05:45	EST	6.0	P	11600	P	10.12	P	0.00	P
USGS	03287500	2014-01-03 06:00	EST	6.0	P	11600	P	10.12	P	0.00	P
USGS	03287500	2014-01-03 06:15	EST	6.0	P	11600	P	10.11	P	0.00	P
USGS	03287500	2014-01-03 06:30	EST	6.0	P	11500	P	10.10	P	0.00	P
USGS	03287500	2014-01-03 06:45	EST	6.0	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 07:00	EST	6.0	P	11400	P	10.08	P	0.00	P
USGS	03287500	2014-01-03 07:15	EST	5.9	P	11400	P	10.07	P	0.00	P
USGS	03287500	2014-01-03 07:30	EST	5.9	P	11400	P	10.07	P	0.00	P
USGS	03287500	2014-01-03 07:45	EST	5.9	P	11400	P	10.07	P	0.00	P
USGS	03287500	2014-01-03 08:00	EST	5.9	P	11300	P	10.06	P	0.00	P
USGS	03287500	2014-01-03 08:15	EST	5.9	P	11300	P	10.05	P	0.00	P
USGS	03287500	2014-01-03 08:30	EST	5.9	P	11200	P	10.04	P	0.00	P
USGS	03287500	2014-01-03 08:45	EST	5.9	P	11200	P	10.04	P	0.00	P
USGS	03287500	2014-01-03 09:00	EST	5.9	P	11200	P	10.04	P	0.00	P
USGS	03287500	2014-01-03 09:15	EST	5.9	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 09:30	EST	5.9	P	11200	P	10.04	P	0.00	P
USGS	03287500	2014-01-03 09:45	EST	5.8	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 10:00	EST	5.8	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 10:15	EST	5.8	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 10:30	EST	5.8	P	11100	P	10.02	P	0.00	P
USGS	03287500	2014-01-03 10:45	EST	5.8	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 11:00	EST	5.8	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 11:15	EST	5.8	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 11:30	EST	5.8	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 11:45	EST	5.8	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 12:00	EST	5.8	P	11200	P	10.04	P	0.00	P
USGS	03287500	2014-01-03 12:15	EST	5.8	P	11200	P	10.04	P	0.00	P
USGS	03287500	2014-01-03 12:30	EST	5.8	P	11300	P	10.05	P	0.00	P
USGS	03287500	2014-01-03 12:45	EST	5.8	P	11200	P	10.04	P	0.00	P
USGS	03287500	2014-01-03 13:00	EST	5.8	P	11300	P	10.05	P	0.00	P
USGS	03287500	2014-01-03 13:15	EST	5.7	P	11300	P	10.06	P	0.00	P
USGS	03287500	2014-01-03 13:30	EST	5.7	P	11300	P	10.06	P	0.00	P
USGS	03287500	2014-01-03 13:45	EST	5.7	P	11300	P	10.06	P	0.01	P
USGS	03287500	2014-01-03 14:00	EST	5.7	P	11400	P	10.07	P	0.00	P
USGS	03287500	2014-01-03 14:15	EST	5.7	P	11400	P	10.08	P	0.00	P
USGS	03287500	2014-01-03 14:30	EST	5.7	P	11400	P	10.07	P	0.00	P
USGS	03287500	2014-01-03 14:45	EST	5.7	P	11400	P	10.08	P	0.00	P
USGS	03287500	2014-01-03 15:00	EST	5.7	P	11400	P	10.08	P	0.00	P
USGS	03287500	2014-01-03 15:15	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 15:30	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 15:45	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 16:00	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 16:15	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 16:30	EST	5.7	P	11500	P	10.10	P	0.00	P
USGS	03287500	2014-01-03 16:45	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 17:00	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 17:15	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 17:30	EST	5.7	P	11500	P	10.09	P	0.00	P
USGS	03287500	2014-01-03 17:45	EST	5.7	P	11400	P	10.08	P	0.00	P
USGS	03287500	2014-01-03 18:00	EST	5.7	P	11400	P	10.08	P	0.00	P
USGS	03287500	2014-01-03 18:15	EST	5.7	P	11400	P	10.08	P	0.00	P
USGS	03287500	2014-01-03 18:30	EST	5.7	P	11400	P	10.08	P	0.00	P
USGS	03287500	2014-01-03 18:45	EST	5.7	P	11400	P	10.07	P	0.00	P
USGS	03287500	2014-01-03 19:00	EST	5.7	P	11400	P	10.07	P	0.00	P
USGS	03287500	2014-01-03 19:15	EST	5.7	P	11300	P	10.06	P	0.00	P
USGS	03287500	2014-01-03 19:30	EST	5.7	P	11300	P	10.06	P	0.00	P
USGS	03287500	2014-01-03 19:45	EST	5.7	P	11300	P	10.05	P	0.00	P
USGS	03287500	2014-01-03 20:00	EST	5.7	P	11300	P	10.05	P	0.00	P
USGS	03287500	2014-01-03 20:15	EST	5.7	P	11200	P	10.04	P	0.00	P
USGS	03287500	2014-01-03 20:30	EST	5.7	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 20:45	EST	5.6	P	11200	P	10.03	P	0.00	P
USGS	03287500	2014-01-03 21:00	EST	5.6	P	11100	P	10.02	P	0.00	P
USGS	03287500	2014-01-03 21:15	EST	5.6	P	11100	P	10.02	P	0.00	P
USGS	03287500	2014-01-03 21:30	EST	5.6	P	11100	P	10.01	P	0.00	P
USGS	03287500	2014-01-03 21:45	EST	5.6	P	11000	P	10.00	P	0.00	P
USGS	03287500	2014-01-03 22:00	EST	5.6	P	11000	P	9.99	P	0.00	P
USGS	03287500	2014-01-03 22:15	EST	5.6	P	11000	P	9.99	P	0.00	P
USGS	03287500	2014-01-03 22:30	EST	5.6	P	10900	P	9.98	P	0.00	P
